Number,Translator,Chinese Sentences,Gloss,Note
gen-08346,A,邻居比孩子更安静。,邻居/孩子/安静/更/。,
gen-08347,A,她没有买鞋。,她/鞋/买/没有/。,
gen-08348,A,他们在家喝了咖啡。,家/他们/咖啡/喝/。,
gen-08349,A,客人在路上写了作业。,路上/客人/作业/写/。,
gen-08350,A,晚上司机在公司讨论了办法，已经。,晚上/司机/公司/办法/讨论/已经/。,
gen-08351,A,下午他在市场学了舞蹈，很快。,下午/他/市场/舞蹈/学/很快/。,
gen-08352,A,上周邻居在超市买了报纸，已经。,上周/邻居/超市/报纸/买/已经/。,
gen-08353,A,中午我们在路上做了计划，很久。,中午/我们/路上/计划/做/很久/。,
gen-08354,A,医生看了电影。,医生/电影/看/。,
gen-08355,A,我们明天带了文件。,我们/文件/带/明天/。,
gen-08356,A,学生比邻居更忙。,学生/邻居/忙/更/。,
gen-08357,A,客人昨天听了新闻。,客人/新闻/听/昨天/。,
gen-08358,A,刚才同事在上海准备了礼物，很快。,刚才/同事/上海/礼物/准备/很快/。,
gen-08359,A,爸爸讨论没讨论故事？,爸爸/故事/讨论/问/。,
gen-08360,A,医生带了三个面包。,医生/三/个/面包/带/。,
gen-08361,A,今天护士在深圳买了电脑，很高兴。,今天/护士/深圳/电脑/买/很高兴/。,
gen-08362,A,今天她带了电脑。,今天/她/电脑/带/。,
gen-08363,A,同事买了三条消息。,同事/三/条/消息/买/。,
gen-08364,A,她准备没准备晚饭？,她/晚饭/准备/问/。,
gen-08365,A,上周我在图书馆吃了药，已经。,上周/我/图书馆/药/吃/已经/。,
gen-08366,A,妈妈准备了一双鞋。,妈妈/一/双/鞋/准备/。,
gen-08367,A,老师比护士更安静。,老师/护士/安静/更/。,
gen-08368,A,爸爸在广州学了英语。,广州/爸爸/英语/学/。,
gen-08369,A,学生没听新闻。,学生/新闻/听/没/。,
gen-08370,A,医生比学生更快。,医生/学生/快/更/。,
gen-08371,A,医生昨天买了电脑。,医生/电脑/买/昨天/。,
gen-08372,A,他比同事更高。,他/同事/高/更/。,
gen-08373,A,老师刚才听了故事。,老师/故事/听/刚才/。,
gen-08374,A,司机看没看杂志？,司机/杂志/看/问/。,
gen-08375,A,今天朋友在超市喝了水，很快。,今天/朋友/超市/水/喝/很快/。,
gen-08376,A,司机看了四个问题。,司机/四/个/问题/看/。,
gen-08377,A,邻居听了新闻。,邻居/新闻/听/。,
gen-08378,A,邻居中午喝了牛奶。,邻居/牛奶/喝/中午/。,
gen-08379,A,我在宿舍找了问题。,宿舍/我/问题/找/。,
gen-08380,A,去年她在上海带了礼物，很久。,去年/她/上海/礼物/带/很久/。,
gen-08381,A,司机看了四件衣服。,司机/四/件/衣服/看/。,
gen-08382,A,刚才邻居在银行准备了文件，一起。,刚才/邻居/银行/文件/准备/一起/。,
gen-08383,A,上周护士在教室带了文件，一起。,上周/护士/教室/文件/带/一起/。,
gen-08384,A,周末同事在银行喝了咖啡，很认真。,周末/同事/银行/咖啡/喝/很认真/。,
gen-08385,A,客人比妈妈更忙。,客人/妈妈/忙/更/。,
gen-08386,A,邻居准备了四个橘子。,邻居/四/个/橘子/准备/。,
gen-08387,A,大家没做午饭。,大家/午饭/做/没/。,
gen-08388,A,学生准备了两个蛋糕。,学生/两/个/蛋糕/准备/。,
gen-08389,A,明天学生带了电脑。,明天/学生/电脑/带/。,
gen-08390,A,老板比司机更忙。,老板/司机/忙/更/。,
gen-08391,A,晚上大家在深圳带了手机，很高兴。,晚上/大家/深圳/手机/带/很高兴/。,
gen-08392,A,邻居今天吃了苹果。,邻居/苹果/吃/今天/。,
gen-08393,A,去年我在办公室写了消息，已经。,去年/我/办公室/消息/写/已经/。,
gen-08394,A,晚上学生学了英语。,晚上/学生/英语/学/。,
gen-08395,A,同事写没写作业？,同事/作业/写/问/。,
gen-08396,A,去年他在北京看了杂志，很快。,去年/他/北京/杂志/看/很快/。,
gen-08397,A,爸爸周末学了中文。,爸爸/中文/学/周末/。,
gen-08398,A,邻居没吃蛋糕。,邻居/蛋糕/吃/没/。,
gen-08399,A,老师没有看照片。,老师/照片/看/没有/。,
gen-08400,A,周末司机在门口准备了计划，一起。,周末/司机/门口/计划/准备/一起/。,
gen-08401,A,司机下午看了地图。,司机/地图/看/下午/。,
gen-08402,A,医生不休息。,医生/休息/不/。,
gen-08403,A,司机比大家更认真。,司机/大家/认真/更/。,
gen-08404,A,他吃了面包。,他/面包/吃/。,
gen-08405,A,学生比他们更快。,学生/他们/快/更/。,
gen-08406,A,我们在食堂听了消息。,食堂/我们/消息/听/。,
gen-08407,A,早上孩子在公园吃了午饭，一起。,早上/孩子/公园/午饭/吃/一起/。,
gen-08408,A,他带了四双鞋。,他/四/双/鞋/带/。,
gen-08409,A,昨天护士听了故事。,昨天/护士/故事/听/。,
gen-08410,A,大家没有睡觉。,大家/睡觉/没有/。,
gen-08411,A,上周他在北京带了照片，已经。,上周/他/北京/照片/带/已经/。,
gen-08412,A,我准备了三瓶牛奶。,我/三/瓶/牛奶/准备/。,
gen-08413,A,客人不上课。,客人/上课/不/。,
gen-08414,A,邻居在办公室准备了礼物。,办公室/邻居/礼物/准备/。,
gen-08415,A,医生去年带了手机。,医生/手机/带/去年/。,
gen-08416,A,今天护士在家做了作业，很高兴。,今天/护士/家/作业/做/很高兴/。,
gen-08417,A,客人下午喝了牛奶。,客人/牛奶/喝/下午/。,
gen-08418,A,护士没有迟到。,护士/迟到/没有/。,
gen-08419,A,她明天写了故事。,她/故事/写/明天/。,
gen-08420,A,他看了一台电脑。,他/一/台/电脑/看/。,
gen-08421,A,大家在医院吃了药。,医院/大家/药/吃/。,
gen-08422,A,上周老师在学校学了舞蹈，很快。,上周/老师/学校/舞蹈/学/很快/。,
gen-08423,A,下午护士买了报纸。,下午/护士/报纸/买/。,
gen-08424,A,孩子在学校听了新闻。,学校/孩子/新闻/听/。,
gen-08425,A,中午大家在食堂听了消息，已经。,中午/大家/食堂/消息/听/已经/。,
gen-08426,A,早上她在家做了蛋糕，已经。,早上/她/家/蛋糕/做/已经/。,
gen-08427,A,今天爸爸在学校买了衣服，已经。,今天/爸爸/学校/衣服/买/已经/。,
gen-08428,A,他吃没吃药？,他/药/吃/问/。,
gen-08429,A,中午老板在银行买了报纸，很快。,中午/老板/银行/报纸/买/很快/。,
gen-08430,A,晚上我们在学校带了礼物，很高兴。,晚上/我们/学校/礼物/带/很高兴/。,
gen-08431,A,她买了三个办法。,她/三/个/办法/买/。,
gen-08432,A,中午你听了故事。,中午/你/故事/听/。,
gen-08433,A,学生比她更认真。,学生/她/认真/更/。,
gen-08434,A,老板在家准备了晚饭。,家/老板/晚饭/准备/。,
gen-08435,A,她在深圳喝了牛奶。,深圳/她/牛奶/喝/。,
gen-08436,A,周末孩子在饭店喝了咖啡，已经。,周末/孩子/饭店/咖啡/喝/已经/。,
gen-08437,A,我带了三部手机。,我/三/部/手机/带/。,
gen-08438,A,上周爸爸在学校准备了文件，一起。,上周/爸爸/学校/文件/准备/一起/。,
gen-08439,A,我们今天准备了礼物。,我们/礼物/准备/今天/。,
gen-08440,A,邻居在北京准备了晚饭。,北京/邻居/晚饭/准备/。,
gen-08441,A,邻居在教室写了故事。,教室/邻居/故事/写/。,
gen-08442,A,朋友没有做蛋糕。,朋友/蛋糕/做/没有/。,
gen-08443,A,你准备没准备早饭？,你/早饭/准备/问/。,
gen-08444,A,客人在医院看了比赛。,医院/客人/比赛/看/。,
gen-08445,A,司机看了两个故事。,司机/两/个/故事/看/。,
gen-08446,A,同事带了五个问题。,同事/五/个/问题/带/。,
gen-08447,A,晚上你带了文件。,晚上/你/文件/带/。,
gen-08448,A,邻居准备了两件衣服。,邻居/两/件/衣服/准备/。,
gen-08449,A,你比邻居更高。,你/邻居/高/更/。,
gen-08450,A,妈妈讨论了消息。,妈妈/消息/讨论/。,
gen-08451,A,医生听没听消息？,医生/消息/听/问/。,
gen-08452,A,昨天爸爸在家准备了文件，很久。,昨天/爸爸/家/文件/准备/很久/。,
gen-08453,A,晚上你找了问题。,晚上/你/问题/找/。,
gen-08454,A,护士看没看电视剧？,护士/电视剧/看/问/。,
gen-08455,A,下午医生带了药。,下午/医生/药/带/。,
gen-08456,A,刚才我看了消息。,刚才/我/消息/看/。,
gen-08457,A,孩子买了两个面包。,孩子/两/个/面包/买/。,
gen-08458,A,她做没做作业？,她/作业/做/问/。,
gen-08459,A,下午妈妈做了早饭。,下午/妈妈/早饭/做/。,
gen-08460,A,我们在宿舍做了午饭。,宿舍/我们/午饭/做/。,
gen-08461,A,她没做晚饭。,她/晚饭/做/没/。,
gen-08462,A,明天护士学了舞蹈。,明天/护士/舞蹈/学/。,
gen-08463,A,大家周末做了午饭。,大家/午饭/做/周末/。,
gen-08464,A,爸爸比司机更忙。,爸爸/司机/忙/更/。,
gen-08465,A,今天客人在学校准备了文件，已经。,今天/客人/学校/文件/准备/已经/。,
gen-08466,A,邻居听没听音乐？,邻居/音乐/听/问/。,
gen-08467,A,学生今天很方便。,学生/今天/方便/。,
gen-08468,A,中午司机喝了牛奶。,中午/司机/牛奶/喝/。,
gen-08469,A,妈妈买了鞋。,妈妈/鞋/买/。,
gen-08470,A,早上妈妈听了音乐。,早上/妈妈/音乐/听/。,
gen-08471,A,爸爸比同事更忙。,爸爸/同事/忙/更/。,
gen-08472,A,周末大家喝了咖啡。,周末/大家/咖啡/喝/。,
gen-08473,A,邻居准备了四个计划。,邻居/四/个/计划/准备/。,
gen-08474,A,爸爸晚上买了火车票。,爸爸/火车票/买/晚上/。,
gen-08475,A,司机在家写了作业。,家/司机/作业/写/。,
gen-08476,A,朋友下午做了早饭。,朋友/早饭/做/下午/。,
gen-08477,A,上周老师买了火车票。,上周/老师/火车票/买/。,
gen-08478,A,他在商店看了消息。,商店/他/消息/看/。,
gen-08479,A,她带了一瓶水。,她/一/瓶/水/带/。,
gen-08480,A,我们带了两个问题。,我们/两/个/问题/带/。,
gen-08481,A,下午客人在门口准备了晚饭，一起。,下午/客人/门口/晚饭/准备/一起/。,
gen-08482,A,老板看了一份文件。,老板/一/份/文件/看/。,
gen-08483,A,明天孩子看了报纸。,明天/孩子/报纸/看/。,
gen-08484,A,你看了五个面包。,你/五/个/面包/看/。,
gen-08485,A,司机没有去公园。,司机/公园/去/没有/。,
gen-08486,A,医生晚上听了消息。,医生/消息/听/晚上/。,
gen-08487,A,学生没学中文。,学生/中文/学/没/。,
gen-08488,A,医生带了五张火车票。,医生/五/张/火车票/带/。,
gen-08489,A,护士在路上准备了比赛。,路上/护士/比赛/准备/。,
gen-08490,A,同事在市场准备了礼物。,市场/同事/礼物/准备/。,
gen-08491,A,孩子早上学了舞蹈。,孩子/舞蹈/学/早上/。,
gen-08492,A,你下午看了电视剧。,你/电视剧/看/下午/。,
gen-08493,A,你看了五份礼物。,你/五/份/礼物/看/。,
gen-08494,A,老师没有准备午饭。,老师/午饭/准备/没有/。,
gen-08495,A,上周我喝了牛奶。,上周/我/牛奶/喝/。,
gen-08496,A,客人在车站吃了橘子。,车站/客人/橘子/吃/。,
gen-08497,A,老板没有运动。,老板/运动/没有/。,
gen-08498,A,中午妈妈准备了早饭。,中午/妈妈/早饭/准备/。,
gen-08499,A,司机比客人更高。,司机/客人/高/更/。,
gen-08500,A,晚上学生在车站喝了牛奶，一起。,晚上/学生/车站/牛奶/喝/一起/。,
gen-08501,A,今天孩子学了中文。,今天/孩子/中文/学/。,
gen-08502,A,你在食堂写了计划。,食堂/你/计划/写/。,
gen-08503,A,我们上周写了计划。,我们/计划/写/上周/。,
gen-08504,A,她在广州看了照片。,广州/她/照片/看/。,
gen-08505,A,医生买了香蕉。,医生/香蕉/买/。,
gen-08506,A,老板写了作业。,老板/作业/写/。,
gen-08507,A,邻居今天带了礼物。,邻居/礼物/带/今天/。,
gen-08508,A,医生下午带了照片。,医生/照片/带/下午/。,
gen-08509,A,今天客人在医院学了舞蹈，很认真。,今天/客人/医院/舞蹈/学/很认真/。,
gen-08510,A,他们在路上喝了牛奶。,路上/他们/牛奶/喝/。,
gen-08511,A,护士看了地图。,护士/地图/看/。,
gen-08512,A,你不排队。,你/排队/不/。,
gen-08513,A,老师买了五部电影。,老师/五/部/电影/买/。,
gen-08514,A,邻居买了苹果。,邻居/苹果/买/。,
gen-08515,A,孩子今天吃了面包。,孩子/面包/吃/今天/。,
gen-08516,A,爸爸上周听了故事。,爸爸/故事/听/上周/。,
gen-08517,A,周末护士在上海带了文件，一起。,周末/护士/上海/文件/带/一起/。,
gen-08518,A,他们没带礼物。,他们/礼物/带/没/。,
gen-08519,A,我们明天找了电脑。,我们/电脑/找/明天/。,
gen-08520,A,大家中午听了消息。,大家/消息/听/中午/。,
gen-08521,A,客人没迟到。,客人/迟到/没/。,
gen-08522,A,他没休息。,他/休息/没/。,
gen-08523,A,去年妈妈在银行带了礼物，很认真。,去年/妈妈/银行/礼物/带/很认真/。,
gen-08524,A,大家今天很安静。,大家/今天/安静/。,
gen-08525,A,医生看了四件衣服。,医生/四/件/衣服/看/。,
gen-08526,A,老板比学生更认真。,老板/学生/认真/更/。,
gen-08527,A,中午同事在广州吃了早饭，很快。,中午/同事/广州/早饭/吃/很快/。,
gen-08528,A,今天我在市场讨论了故事，很认真。,今天/我/市场/故事/讨论/很认真/。,
gen-08529,A,大家比你更快。,大家/你/快/更/。,
gen-08530,A,晚上我们喝了水。,晚上/我们/水/喝/。,
gen-08531,A,刚才同事找了问题。,刚才/同事/问题/找/。,
gen-08532,A,爸爸看了报纸。,爸爸/报纸/看/。,
gen-08533,A,医生在北京写了作业。,北京/医生/作业/写/。,
gen-08534,A,朋友不学中文。,朋友/中文/学/不/。,
gen-08535,A,大家在学校看了电视剧。,学校/大家/电视剧/看/。,
gen-08536,A,我们在车站学了英语。,车站/我们/英语/学/。,
gen-08537,A,学生不喝牛奶。,学生/牛奶/喝/不/。,
gen-08538,A,我们看没看电视剧？,我们/电视剧/看/问/。,
gen-08539,A,晚上妈妈在学校做了办法，很认真。,晚上/妈妈/学校/办法/做/很认真/。,
gen-08540,A,他找没找手机？,他/手机/找/问/。,
gen-08541,A,同事在公园买了杂志。,公园/同事/杂志/买/。,
gen-08542,A,刚才我买了蛋糕。,刚才/我/蛋糕/买/。,
gen-08543,A,老板昨天学了英语。,老板/英语/学/昨天/。,
gen-08544,A,他们在家写了故事。,家/他们/故事/写/。,
gen-08545,A,老师晚上做了午饭。,老师/午饭/做/晚上/。,
gen-08546,A,大家买了四瓶水。,大家/四/瓶/水/买/。,
gen-08547,A,晚上朋友看了书。,晚上/朋友/书/看/。,
gen-08548,A,司机去年准备了文件。,司机/文件/准备/去年/。,
gen-08549,A,朋友在图书馆带了照片。,图书馆/朋友/照片/带/。,
gen-08550,A,她不喝牛奶。,她/牛奶/喝/不/。,
gen-08551,A,昨天妈妈买了蛋糕。,昨天/妈妈/蛋糕/买/。,
gen-08552,A,她看了五杯咖啡。,她/五/杯/咖啡/看/。,
gen-08553,A,同事带了四双鞋。,同事/四/双/鞋/带/。,
gen-08554,A,他没去公司。,他/公司/去/没/。,
gen-08555,A,我比医生更认真。,我/医生/认真/更/。,
gen-08556,A,客人做了午饭。,客人/午饭/做/。,
gen-08557,A,周末他听了新闻。,周末/他/新闻/听/。,
gen-08558,A,客人没有喝水。,客人/水/喝/没有/。,
gen-08559,A,晚上他们吃了晚饭。,晚上/他们/晚饭/吃/。,
gen-08560,A,晚上大家在宿舍做了办法，很久。,晚上/大家/宿舍/办法/做/很久/。,
gen-08561,A,我买了五个橘子。,我/五/个/橘子/买/。,
gen-08562,A,周末朋友写了文件。,周末/朋友/文件/写/。,
gen-08563,A,护士在学校带了手机。,学校/护士/手机/带/。,
gen-08564,A,他买了三双鞋。,他/三/双/鞋/买/。,
gen-08565,A,妈妈没去深圳。,妈妈/深圳/去/没/。,
gen-08566,A,昨天妈妈听了故事。,昨天/妈妈/故事/听/。,
gen-08567,A,孩子准备了三份报纸。,孩子/三/份/报纸/准备/。,
gen-08568,A,我们买没买报纸？,我们/报纸/买/问/。,
gen-08569,A,昨天医生带了电脑。,昨天/医生/电脑/带/。,
gen-08570,A,学生在学校带了药。,学校/学生/药/带/。,
gen-08571,A,昨天朋友在上海买了报纸，很快。,昨天/朋友/上海/报纸/买/很快/。,
gen-08572,A,朋友在宿舍买了香蕉。,宿舍/朋友/香蕉/买/。,
gen-08573,A,朋友看了两个问题。,朋友/两/个/问题/看/。,
gen-08574,A,下午妈妈找了文件。,下午/妈妈/文件/找/。,
